Id,Label,Degree,Pageranks,Eigencentrality,FinalRiskScore,Category,PR_Category,,,
1815,distro-1.7.0,2,0.000043,0.00101,0.745637403,M,T,,,
1816,fleetspeak-0.1.11,3,0.000038,0.00053,0.765427927,H,T,,,
1817,grr-response-proto-3.4.6.post7,4,0.000048,0.00151,0.671641247,M,T,,,
1818,ipaddr-2.2.0,1,0.000038,0.00053,0.77897445,H,T,,,
1819,psutil-5.8.0,3,0.00007,0.00146,0.60049988,M,T,,,
1820,python-crontab-2.5.1,3,0.00004,0.001,0.671641247,M,T,,,
1821,yara-python-4.2.3,1,0.000038,0.00053,0.670008504,M,T,,,
1822,huaweicloudsdkfunctiongraph-3.1.36,1,0.000035,0,0.802595805,H,T,,,
1823,harmony-pytorch-0.1.7,6,0.000035,0,0.699767988,M,T,,,
1824,google-assistant-sdk-0.6.0,1,0.000035,0,0.630564344,M,T,,,
1825,homepanelapi-1.0.5,2,0.000035,0,0.711754782,M,T,,,
1826,ab-decrypt-1.0.0,1,0.000035,0,0.695214379,M,T,,,
1827,cryptography-2.9.2,4,0.000079,0.00091,0.847395434,H,T,,,
1828,grpc-google-cloud-language-v1-0.14.0,3,0.000035,0,0.742900591,M,T,,,
1829,grachev-0.0.0,1,0.000035,0,0.831770808,H,T,,,
1830,acfunsdk-ws-0.1.4,6,0.000035,0,0.831813828,H,T,,,
1831,filetype-1.2.0,8,0.000079,0.00368,0.748635892,M,T,,,
1832,proto-plus-1.22.1,2,0.00004,0.00046,0.671641247,M,T,,,
1833,google-cloud-bigquery-migration-0.11.0,3,0.000035,0,0.786436327,H,T,,,
1834,highres-1.0.4,1,0.000035,0,0.637623264,M,T,,,
1835,heiko-4.6.0,10,0.000035,0,0.662427713,M,T,,,
1836,watson-developer-cloud-2.10.1,4,0.000038,0.00046,0.655743815,M,T,,,
1837,websocket-client-0.48.0,2,0.000046,0.00048,0.598535156,M,T,,,
1838,hypothesis-fakefactory-2.0.0,1,0.000035,0,0.520303494,M,T,,,
1839,hypothesis-6.72.0,35,0.000567,0.01328,0.478982695,L,T,,,
1840,lark-1.1.5,6,0.000167,0.0034,0.712667054,M,T,,,
1841,hoopr-py-0.0.11,11,0.000035,0,0.831671797,H,T,,,
1842,gvselect-1.0,2,0.000035,0,0.695281205,M,T,,,
1843,fortranfile-0.2.1,1,0.00005,0.00046,0.671641247,M,T,,,
1844,goldilocks-0.1.1,2,0.000035,0,0.811242566,H,T,,,
1845,hyperh2v3-0.9.2,4,0.000035,0,0.748910918,M,T,,,
1846,brotlipy-0.7.0,9,0.000071,0.00336,0.75907948,H,T,,,
1847,cffi-1.14.4,4,0.000122,0.00158,0.671641247,M,T,,,
1848,glidertools-2022.12.13,11,0.000035,0,0.646979151,M,T,,,
1849,gsw-3.6.16.post1,4,0.000058,0.00137,0.671641247,M,T,,,
1850,netcdf4-1.6.3,31,0.000162,0.01232,0.634814664,M,T,,,
1851,seawater-3.3.4,2,0.000038,0.00046,0.738378655,M,T,,,
1852,cftime-1.6.2,7,0.000069,0.002,0.734681268,M,T,,,
1853,hoststats-0.1.1,6,0.000035,0,0.699827729,M,T,,,
1854,huaweicloudsdkvss-3.1.36,1,0.000035,0,0.804392773,H,T,,,
1855,graphene-django-permissions-0.1.0,1,0.000035,0,0.820800375,H,T,,,
1856,hpyculator-1.5.4.1,3,0.000065,0.00046,0.691089745,M,T,,,
1857,rtoml-0.9.0,1,0.000062,0.00048,0.671641247,M,T,,,
1858,gmusicsync-0.1.2,5,0.000035,0,0.832013663,H,T,,,
1859,eyed3-0.9.7,4,0.000041,0.00046,0.616072857,M,T,,,
1860,coverage-5.5,2,0.000046,0.00048,0.397446824,L,T,,,
1861,google-cloud-billing-1.10.1,4,0.000035,0,0.779580041,H,T,,,
1862,googleauthentication-0.0.17,7,0.000035,0,0.827594775,H,T,,,
1863,dbstream-0.1.21,4,0.000039,0.00046,0.805045708,H,T,,,
1864,google-api-python-client-1.7.11,7,0.000047,0.00091,0.654472303,M,T,,,
1865,google-auth-httplib2-0.0.3,7,0.000069,0.00235,0.765015661,H,T,,,
1866,google-cloud-secret-manager-2.7.2,6,0.000039,0.00046,0.757513973,H,T,,,
1867,dacktool-0.0.7,1,0.000046,0.00048,0.848119322,H,T,,,
1868,uritemplate-3.0.1,14,0.000134,0.00695,0.689428078,M,T,,,
1869,libcst-0.4.9,11,0.000097,0.00384,0.583152547,M,T,,,
1870,typing-inspect-0.8.0,16,0.000245,0.00696,0.692557797,M,T,,,
1871,typing-extensions-3.10.0.2,18,0.000234,0.00894,0.658811077,M,T,,,
1872,gmailapi-0.3.1,10,0.000035,0,0.831693969,H,T,,,
1873,emails-0.6,7,0.000038,0.00046,0.665648258,M,T,,,
1874,mail-parser-3.15.0,3,0.000038,0.00046,0.899866993,H,T,,,
1875,maybe-else-0.2.1,5,0.000048,0.00251,0.831629078,H,T,,,
1876,pathmagic-0.3.14,16,0.000043,0.00144,0.831132927,H,T,,,
1877,pyiotools-0.3.18,15,0.000038,0.00046,0.83106737,H,T,,,
1878,pymiscutils-0.3.14,13,0.00004,0.00094,0.831210821,H,T,,,
1879,pysubtypes-0.3.18,24,0.000046,0.00196,0.831085302,H,T,,,
1880,premailer-3.10.0,7,0.000079,0.00098,0.724003106,M,T,,,
1881,moviepy-1.0.3,10,0.000051,0.00144,0.671870351,M,T,,,
1882,pydub-0.25.1,5,0.000082,0.0024,0.671641247,M,T,,,
1883,pypdf2-3.0.1,12,0.000085,0.00555,0.690325876,M,T,,,
1884,python-docx-0.8.11,6,0.000076,0.00235,0.781219796,H,T,,,
1885,imageio-ffmpeg-0.4.8,3,0.000054,0.00144,0.759924598,H,T,,,
1886,proglog-0.1.10,3,0.000049,0.00098,0.668247325,M,T,,,
1887,case-conversion-2.1.0,2,0.000037,0.00055,0.832390492,H,T,,,
1888,clipboard-0.0.4,2,0.000037,0.00055,0.812542911,H,T,,,
1889,colour-0.1.5,9,0.000098,0.00429,0.647011602,M,T,,,
1890,fuzzywuzzy-0.18.0,18,0.000124,0.00788,0.726854971,M,T,,,
1891,html-text-0.5.2,2,0.000037,0.00055,0.794183368,H,T,,,
1892,msoffcrypto-tool-5.0.1,3,0.000037,0.00055,0.786197967,H,T,,,
1893,parsedatetime-2.6,8,0.000089,0.00377,0.743418583,M,T,,,
1894,prettierfier-1.0.3,1,0.000037,0.00055,0.831746129,H,T,,,
1895,olefile-0.46,5,0.000072,0.00238,0.761452775,H,T,,,
1896,cursor-1.3.5,2,0.00004,0.00098,0.821952494,H,T,,,
1897,infi-systray-0.1.12,2,0.000037,0.00048,0.656710673,M,T,,,
1898,typepy-1.3.0,10,0.000134,0.00292,0.743828219,M,T,,,
1899,gender-guesser-0.4.0,1,0.000038,0.0005,0.794516347,H,T,,,
1900,pyinstrument-4.4.0,1,0.000038,0.0005,0.625187097,M,T,,,
1901,mbstrdecoder-1.1.2,4,0.000096,0.00162,0.810147226,H,T,,,
1902,h5cv-0.1.1,4,0.000035,0,0.832032394,H,T,,,
1903,imgcat-0.5.0,1,0.000042,0.00046,0.821471713,H,T,,,
1904,graphql-builder-1.0.0a3,1,0.000035,0,0.671641247,M,T,,,
1905,huaweicloudsdkrms-3.1.36,1,0.000035,0,0.803064455,H,T,,,
1906,html-diff-wrapper-1.0,5,0.000035,0,0.695287009,M,T,,,
1907,diff-match-patch-20200713,5,0.000066,0.00233,0.957075661,H,T,,,
1908,genshi-0.7.7,4,0.00006,0.00137,0.671641247,M,T,,,
1909,html2text-2020.1.16,11,0.000101,0.00503,0.725200238,M,T,,,
1910,hugit-0.1.1,9,0.000035,0,0.674779671,M,T,,,
1911,datasets-2.11.0,23,0.000078,0.00368,0.625855725,M,T,,,
1912,rich-click-1.6.1,10,0.000068,0.00322,0.623207148,M,T,,,
1913,toolz-0.11.2,5,0.000084,0.00233,0.652151859,M,T,,,
1914,typed-settings-1.1.1,4,0.000038,0.00046,0.671641247,M,T,,,
1915,huggingface-hub-0.13.4,21,0.000113,0.00733,0.713565762,M,T,,,
1916,responses-0.18.0,4,0.000042,0.00111,0.572888303,M,T,,,
1917,xxhash-3.2.0,6,0.000055,0.00294,0.664263419,M,T,,,
1918,gradient-utils-0.5.0,4,0.000037,0.00046,0.778338456,H,T,,,
1919,prometheus-client-0.9.0,1,0.000045,0.00048,0.701921834,M,T,,,
1920,wheel-0.35.1,1,0.000045,0.00048,0.643444469,M,T,,,
1921,gocept-patch-keyreferences-0.1,3,0.000035,0,0.67556678,M,T,,,
1922,collective-monkeypatcher-1.2.1,3,0.000045,0.00046,0.765916749,H,T,,,
1923,zodb-5.8.0,20,0.000094,0.00573,0.644022088,M,T,,,
1924,zope-security-6.1,33,0.000139,0.01323,0.586351524,M,T,,,
1925,btrees-5.0,13,0.000086,0.00562,0.535540802,M,T,,,
1926,persistent-5.0,17,0.000188,0.00786,0.554681496,M,T,,,
1927,zc-lockfile-3.0.post1,4,0.00006,0.00178,0.671641247,M,T,,,
1928,zconfig-3.6.1,6,0.000075,0.00315,0.674112016,M,T,,,
1929,zodbpickle-3.0.1,2,0.000045,0.00073,0.672341041,M,T,,,
1930,zope-component-6.0,47,0.000217,0.02159,0.670919024,M,T,,,
1931,zope-i18nmessageid-6.0.1,20,0.000202,0.01181,0.64309676,M,T,,,
1932,zope-location-4.3,21,0.000115,0.00988,0.681362325,M,T,,,
1933,zope-proxy-5.0.0,11,0.00013,0.00633,0.613626515,M,T,,,
1934,zope-schema-7.0.1,27,0.000184,0.01331,0.663786203,M,T,,,
1935,zope-configuration-4.4.1,22,0.00014,0.01086,0.679443188,M,T,,,
1936,zope-hookable-5.4,2,0.000066,0.00143,0.656256792,M,T,,,
1937,googleappenginepipeline-1.9.22.1,2,0.00004,0.00046,0.767876034,H,T,,,
1938,googleappenginecloudstorageclient-1.9.22.1,2,0.000074,0.00094,0.757475868,H,T,,,
1939,highton-2.3.0,1,0.000035,0,0.777115735,H,T,,,
1940,hulse-0.0.5,9,0.000035,0,0.461909964,L,T,,,
1941,transformers-4.28.1,28,0.000119,0.00692,0.51401099,M,T,,,
1942,tokenizers-0.13.3,7,0.000069,0.00376,0.614749671,M,T,,,
1943,tokenizers-0.11.6,2,0.000046,0.00125,0.614749671,M,T,,,
1944,regex-2022.10.31,4,0.000048,0.00216,0.382117397,L,T,,,
1945,hdfuse-1.0.2,2,0.000035,0,0.836608655,H,T,,,
1946,fusepy-3.0.1,5,0.000074,0.00231,0.764794131,H,T,,,
1947,hippocrates-0.4.0,3,0.000035,0,0.836209715,H,T,,,
1948,pick-2.2.0,3,0.000059,0.00137,0.770714185,H,T,,,
1949,grologs-0.0.2,3,0.000035,0,0.831915142,H,T,,,
1950,beautifultable-1.0.0,2,0.000045,0.00046,0.780372939,H,T,,,
1951,fabric-2.5.0,3,0.000045,0.00046,0.611756936,M,T,,,
1952,ruamel-yaml-0.16.5,2,0.000048,0.00091,0.627899463,M,T,,,
1953,invoke-1.7.3,4,0.000073,0.0019,0.719891729,M,T,,,
1954,hammertime-http-0.7.1,4,0.000035,0,0.803673718,H,T,,,
1955,aiodns-2.0.0,8,0.000062,0.00274,0.75576147,H,T,,,
1956,aiohttp-3.5.4,12,0.000131,0.00281,0.327320982,L,T,,,
1957,easyinject-0.3,1,0.000042,0.00046,0.6998631,M,T,,,
1958,simhash-1.8.0,1,0.000042,0.00046,0.697498645,M,T,,,
1959,pycares-3.1.1,3,0.000064,0.00105,0.707018823,M,T,,,
1960,async-timeout-3.0.1,8,0.000099,0.00429,0.758138026,H,T,,,
1961,101903683-kunal-topsis-1.2,2,0.000035,0,0.831921349,H,T,,,
1962,helicopter-0.0.6,7,0.000035,0,0.831777902,H,T,,,
1963,copulas-0.8.0,6,0.000042,0.00094,0.760915003,H,T,,,
1964,microprediction-1.1.34,15,0.000039,0.00046,0.777503281,H,T,,,
1965,contexttimer-0.3.3,2,0.000071,0.00096,0.788046926,H,T,,,
1966,genson-1.2.2,4,0.000053,0.0019,0.671641247,M,T,,,
1967,getjson-2.0.0,5,0.000044,0.00144,0.671641247,M,T,,,
1968,hyperopt-0.2.7,16,0.000076,0.00368,0.671641247,M,T,,,
1969,microconventions-1.0.0,10,0.00004,0.00094,0.819975555,H,T,,,
1970,pycoingecko-3.1.0,2,0.000037,0.00048,0.775195324,H,T,,,
1971,tdigest-0.5.2.2,4,0.000042,0.00098,0.69973772,M,T,,,
1972,py4j-0.10.9.7,4,0.000136,0.00212,0.671641247,M,T,,,
1973,muid-0.5.3,2,0.000039,0.0005,0.810903801,H,T,,,
1974,pymorton-1.0.5,2,0.000042,0.00096,0.811523192,H,T,,,
1975,schema-0.7.5,13,0.0001,0.00564,0.730696409,M,T,,,
1976,contextlib2-21.6.0,7,0.000191,0.0036,0.831803743,H,T,,,
1977,accumulation-tree-0.6.2,1,0.000053,0.0005,0.83269052,H,T,,,
1978,pyudorandom-1.0.0,1,0.000053,0.0005,0.671641247,M,T,,,
1979,hubo-0.0.2,2,0.000035,0,0.820719053,H,T,,,
1980,easygui-0.98.3,2,0.000056,0.00091,0.606385877,M,T,,,
1981,graph-crypto-search-0.6,1,0.000035,0,0.831918993,H,T,,,
1982,hostnamegen-1.0.0,3,0.000035,0,0.831778386,H,T,,,
1983,faker-4.0.3,3,0.000045,0.00046,0.462968642,L,T,,,
1984,python-slugify-4.0.0,3,0.000046,0.00091,0.748462234,M,T,,,
1985,gocept-filestore-0.5,4,0.000045,0.00046,0.790874962,H,T,,,
1986,zope-deferredimport-4.4,8,0.000061,0.00295,0.68766375,M,T,,,
1987,gym-blocksudoku-0.0.3,2,0.000035,0,0.710945477,M,T,,,
1988,guildai-0.9.0,19,0.000035,0,0.749507344,M,T,,,
1989,daemonize-2.5.0,2,0.000038,0.00096,0.645246059,M,T,,,
1990,natsort-8.3.1,20,0.000164,0.00952,0.752249236,H,T,,,
1991,tabview-1.4.4,1,0.000036,0.00046,0.704462173,M,T,,,
1992,i2pdf-1.1.1,4,0.000035,0,0.695050216,M,T,,,
1993,hutools-0.63,3,0.000045,0.00046,0.652392068,M,T,,,
1994,2ch-downloader-0.0.3,1,0.000035,0,0.847627081,H,T,,,
1995,abito-0.1.3,2,0.000035,0,0.831336391,H,T,,,
1996,grade-change-emailer-0.1.5,3,0.000035,0,0.694511961,M,T,,,
1997,gusset-1.3,1,0.000035,0,0.695574925,M,T,,,
1998,fabric-3.0.0,5,0.000094,0.00137,0.611756936,M,T,,,
1999,invoke-2.0.0,5,0.000153,0.00235,0.719891729,M,T,,,
2000,hopsfacets-0.0.4,4,0.000035,0,0.760185876,H,T,,,
2001,hisparc-sapphire-2.0.0,4,0.000035,0,0.641908641,M,T,,,
2002,http-ece-1.1.0,1,0.000035,0,0.778871794,H,T,,,
2003,heatzypy-2.1.5,1,0.000035,0,0.683410158,M,T,,,
2004,goblet-gcp-0.10.5,10,0.000035,0,0.763370577,H,T,,,
2005,apispec-6.3.0,2,0.000038,0.00046,0.71020202,M,T,,,
2006,functions-framework-3.3.0,6,0.000038,0.00046,0.7688418,H,T,,,
2007,goblet-gcp-client-0.1.3,2,0.000038,0.00046,0.671641247,M,T,,,
2008,google-cloud-logging-3.5.0,10,0.000075,0.00137,0.721365464,M,T,,,
2009,watchdog-3.0.0,39,0.000491,0.0185,0.594156137,M,T,,,
2010,google-cloud-appengine-logging-1.3.0,6,0.000049,0.001,0.789872127,H,T,,,
2011,google-cloud-audit-log-0.2.5,5,0.000049,0.001,0.778380999,H,T,,,
2012,hassio-repo-updater-0.5.2,9,0.000035,0,0.684668531,M,T,,,
2013,crayons-0.3.0,2,0.000038,0.00046,0.780975257,H,T,,,
2014,emoji-0.5.4,1,0.000038,0.00046,0.695140752,M,T,,,
2015,gitpython-3.1.2,2,0.000038,0.00046,0.671641247,M,T,,,
2016,jinja2-2.11.2,2,0.000038,0.00046,0.785435104,H,T,,,
2017,pygithub-1.51,5,0.000042,0.00091,0.784472875,H,T,,,
2018,python-dateutil-2.8.1,4,0.000041,0.00091,0.838665925,H,T,,,
2019,pyyaml-5.3.1,8,0.000072,0.00368,0.582502359,M,T,,,
2020,semver-2.10.1,1,0.000038,0.00046,0.671645522,M,T,,,
2021,glorpen-wallpaper-picker-1.0.0,3,0.000035,0,0.847599208,H,T,,,
2022,pyxattr-0.8.0,1,0.000045,0.00046,0.77931643,H,T,,,
2023,xcffib-1.3.0,2,0.000045,0.00046,0.695037395,M,T,,,
2024,hexpy-0.7.3,9,0.000035,0,0.84665575,H,T,,,
2025,click-help-colors-0.9.1,5,0.000051,0.00183,0.653581377,M,T,,,
2026,ftfy-6.1.1,4,0.000048,0.00139,0.671641247,M,T,,,
2027,huispedia-0.1.0,1,0.000035,0,0.831837399,H,T,,,
2028,gql-appsync-cognito-authentication-0.0.1,2,0.000035,0,0.634417788,M,T,,,
2029,gql-3.4.0,13,0.000143,0.00229,0.734047079,M,T,,,
2030,pycognito-2022.12.0,5,0.00005,0.00046,0.617485632,M,T,,,
2031,gpustatapi-0.1,1,0.000035,0,0.831774325,H,T,,,
2032,nvidia-ml-py-11.525.112,2,0.000079,0.00107,0.671641247,M,T,,,
2033,helm-upgrade-0.1.1,4,0.000035,0,0.811881305,H,T,,,
2034,idna-3.3,10,0.000138,0.00539,0.638660348,M,T,,,
2035,urllib3-1.26.9,8,0.000121,0.00445,0.564677815,M,T,,,
2036,gpapidl-1.0.2,3,0.000035,0,0.784239341,H,T,,,
2037,cryptography-2.9,3,0.000045,0.00046,0.847395434,H,T,,,
2038,protobuf-3.14.0,3,0.000046,0.00094,0.796701697,H,T,,,
2039,requests-2.23.0,11,0.000138,0.00333,0.515598341,M,T,,,
2040,haxballgym-0.5.6,3,0.000035,0,0.528308085,M,T,,,
2041,gym-0.21.0,8,0.000067,0.00233,0.678585024,M,T,,,
2042,ursinaxball-0.2.3,8,0.000045,0.00046,0.573632627,M,T,,,
2043,panda3d-1.10.13,4,0.000113,0.00192,0.68432657,M,T,,,
2044,screeninfo-0.8.1,3,0.000047,0.00139,0.69633776,M,T,,,
2045,ursina-5.0.0,5,0.00004,0.00048,0.675327756,M,T,,,
2046,panda3d-gltf-0.14,3,0.000043,0.00048,0.662177358,M,T,,,
2047,panda3d-simplepbr-0.10,2,0.000053,0.00048,0.653717099,M,T,,,
2048,harvest-python3-0.0.4,2,0.000035,0,0.821215947,H,T,,,
2049,hashin-0.17.0,2,0.000035,0,0.759314167,H,T,,,
2050,pip-api-0.0.30,2,0.00005,0.00046,0.658506054,M,T,,,
2051,hastygram-1.0.0,2,0.000035,0,0.71104215,M,T,,,
2052,hipomap-1.0.2,10,0.000035,0,0.699675116,M,T,,,
2053,openslide-python-1.2.0,7,0.000054,0.00231,0.790497792,H,T,,,
2054,htimeseries-4.0.2,5,0.00005,0.00046,0.693957494,M,T,,,
2055,textbisect-0.1.0,1,0.000045,0.00048,0.671641247,M,T,,,
2056,huaweicloudsdkcloudartifact-3.1.24,1,0.000035,0,0.805074858,H,T,,,
2057,gpiozero-1.6.2,3,0.000071,0.00091,0.577264666,M,T,,,
2058,colorzero-2.0,4,0.000126,0.00142,0.81214545,H,T,,,
2059,huaweicloudsdkwaf-3.1.36,1,0.000035,0,0.80398597,H,T,,,
2060,graphblas-algorithms-2023.2.1,1,0.000035,0,0.675474714,M,T,,,
2061,python-graphblas-2023.3.0,6,0.000065,0.00046,0.656780958,M,T,,,
2062,donfig-0.7.0,3,0.000057,0.00096,0.65893659,M,T,,,
2063,suitesparse-graphblas-7.4.3.2,3,0.000046,0.00048,0.723722209,M,T,,,
2064,hasts-plugins-0.0.7,2,0.000035,0,0.847599813,H,T,,,
2065,kneedeepio-plugins-0.0.7,1,0.00005,0.00046,0.847597439,H,T,,,
2066,huetui-1.0,5,0.000035,0,0.695122293,M,T,,,
2067,colormath-3.0.0,4,0.000046,0.00091,0.631574326,M,T,,,
2068,colorthief-0.2.1,4,0.000046,0.00139,0.820561356,H,T,,,
2069,hue-snek-channel42-0.3,2,0.000041,0.00046,0.710979095,M,T,,,
2070,py-cui-0.1.6,1,0.000041,0.00046,0.767255543,H,T,,,
2071,hyperglot-0.4.5,5,0.000035,0,0.768033051,H,T,,,
2072,unicodedata2-15.0.0,2,0.000154,0.0018,0.685328127,M,T,,,
2073,glfw-toolbox-1.1.0,5,0.000035,0,0.831743481,H,T,,,
2074,heatequation-1.0.0,1,0.000035,0,0.69519879,M,T,,,
2075,granturismo-0.0.10,3,0.000035,0,0.831656739,H,T,,,
2076,marshmallow-dataclass-8.5.12,6,0.00006,0.00137,0.747840851,M,T,,,
2077,marshmallow-enum-1.5.1,7,0.000095,0.00249,0.671641247,M,T,,,
2078,salsa20-0.3.0,2,0.000055,0.00091,0.820876492,H,T,,,
2079,marshmallow-3.9.1,2,0.000085,0.00103,0.675180959,M,T,,,
2080,huaweicloudsdkimage-3.1.36,1,0.000035,0,0.802191276,H,T,,,
2081,htmltools-0.2.1,2,0.000035,0,0.80512279,H,T,,,
2082,gsd-2.8.1,1,0.000035,0,0.624653363,M,T,,,
2083,historic-crypto-0.1.6,2,0.000035,0,0.683985234,M,T,,,
2084,handwrite-0.3.1,2,0.000035,0,0.672569933,M,T,,,
2085,abbreviations-0.2.5,1,0.000035,0,0.804853014,H,T,,,
2086,100bot-1.0.1,2,0.000035,0,0.836539169,H,T,,,
2087,slackclient-2.9.4,5,0.000071,0.00185,0.600329624,M,T,,,
2088,gs-pip-install-0.2.6,2,0.000035,0,0.798371849,H,T,,,
2089,google-cloud-storage-1.42.2,13,0.000051,0.00091,0.710825813,M,T,,,
2090,google-cloud-core-1.7.3,8,0.000056,0.00196,0.74518312,M,T,,,
2091,gmails-0.3.2.1,4,0.000035,0,0.83182448,H,T,,,
2092,abulafia-0.1.10,6,0.000035,0,0.699877195,M,T,,,
2093,crowd-kit-1.2.1,8,0.00004,0.00046,0.633683327,M,T,,,
2094,pytest-7.3.0,15,0.000112,0.00462,0.456905797,L,T,,,
2095,toloka-kit-1.1.4,13,0.00004,0.00046,0.687690536,M,T,,,
2096,transformers-4.28.0,15,0.00006,0.00237,0.51401099,M,T,,,
2097,google-cloud-redis-2.12.1,3,0.000035,0,0.759500125,H,T,,,
2098,gridly-cli-0.1.9,4,0.000035,0,0.822606683,H,T,,,
2099,questionary-1.10.0,3,0.000048,0.00091,0.88702411,H,T,,,
2100,gridpp-0.6.0,1,0.000035,0,0.780415003,H,T,,,
2101,htg-url-generator-0.2,3,0.000035,0,0.831567754,H,T,,,
2102,hipnotify-1.0.8,1,0.000035,0,0.832975768,H,T,,,
2103,requests-2.9.1,5,0.000134,0.00229,0.515598341,M,T,,,
2104,graphene-resolver-0.1.10,4,0.000035,0,0.699648669,M,T,,,
2105,lazy-object-proxy-1.9.0,9,0.000108,0.00432,0.748424391,M,T,,,
2106,phrases-case-0.1.1,1,0.000042,0.00046,0.695162014,M,T,,,
2107,goje-0.1.6,4,0.000035,0,0.846888414,H,T,,,
2108,hashstorage-0.1.2,1,0.000035,0,0.831784463,H,T,,,
2109,flask-1.1.1,5,0.000065,0.00046,0.763313977,H,T,,,
2110,glrestore-1.1.1,3,0.000035,0,0.848857149,H,T,,,
2111,awscli-1.27.114,7,0.000045,0.00046,0.248354428,L,T,,,
2112,awswrangler-3.0.0,7,0.000045,0.00046,0.55066192,M,T,,,
2113,gorillabot-2.0,1,0.000035,0,0.778830022,H,T,,,
2114,holepunch-1.0.0,2,0.000035,0,0.677565085,M,T,,,
2115,boto3-1.20.2,4,0.00005,0.00046,0.49978448,L,T,,,
2116,huaweicloudsdkclassroom-3.1.36,1,0.000035,0,0.802191276,H,T,,,
2117,graphene-protector-0.10.1,1,0.000035,0,0.694764215,M,T,,,
2118,highway-star-0.0.8.2,11,0.000035,0,0.836317039,H,T,,,
2119,gensim-4.3.1,13,0.000063,0.00414,0.671641247,M,T,,,
2120,prefixspan-0.5.2,3,0.000038,0.00046,0.806919367,H,T,,,
2121,extratools-0.8.2.1,3,0.000051,0.00048,0.692370511,M,T,,,
2122,hltv-api-jclge-0.1.0,2,0.000035,0,0.695300662,M,T,,,
2123,pyvirtualdisplay-3.0,3,0.000071,0.00137,0.642212709,M,T,,,
2124,hapydeis-0.0.2.dev4,4,0.000035,0,0.671641247,M,T,,,
2125,httpretty-1.1.4,2,0.000046,0.00091,0.717177621,M,T,,,
2126,habmapslib-2.0.1,3,0.000035,0,0.710598243,M,T,,,
2127,111752-1.1.1,4,0.000035,0,,L,T,,,
2128,joblib-0.14.1,1,0.000042,0.00046,0.55422828,M,T,,,
2129,pefile-2021.5.13,2,0.000042,0.00046,0.729340223,M,T,,,
2130,hide-0.1.1.7,1,0.000035,0,0.832550958,H,T,,,
2131,google-cloud-videointelligence-2.11.1,3,0.000035,0,0.731132386,M,T,,,
2132,gmm-lbd-0.0.4,4,0.000035,0,0.695147329,M,T,,,
2133,pypot-5.0.2,11,0.000052,0.00091,0.606274068,M,T,,,
2134,ikpy-3.0.1,4,0.00004,0.0005,0.647846604,M,T,,,
2135,gymz-0.0.3,4,0.000035,0,0.684112294,M,T,,,
2136,hurlers-0.1.1,3,0.000035,0,0.695204822,M,T,,,
2137,houston-client-1.3.1,3,0.000035,0,0.820466936,H,T,,,
2138,honeycomb-beeline-3.5.1,4,0.000065,0.00091,0.743933374,M,T,,,
2139,libhoney-2.3.0,4,0.000077,0.00096,0.75014457,H,T,,,
2140,statsd-3.3.0,1,0.000068,0.0005,0.67315142,M,T,,,
2141,guirpc-0.1,3,0.000035,0,0.831823753,H,T,,,
2142,pika-1.1.0,2,0.000047,0.00091,0.538071056,M,T,,,
2143,hmm4ds-0.0.6,1,0.000035,0,0.84763735,H,T,,,
2144,grab-convert-from-libgen-2.0.0,2,0.000035,0,0.820783707,H,T,,,
2145,hash-cache-venv-0.0.0.post0,4,0.000035,0,0.671641247,M,T,,,
2146,hspsms-0.0.3,5,0.000035,0,0.695117331,M,T,,,
2147,hocr-utils-0.0.3,10,0.000035,0,0.847656848,H,T,,,
2148,pdf2image-1.16.3,9,0.000093,0.0032,0.752992843,H,T,,,
2149,pytesseract-0.3.10,4,0.00004,0.00091,0.881957255,H,T,,,
2150,h2o-pysparkling-3-1-3.40.0.2-1,3,0.000035,0,0.671641247,M,T,,,
2151,graph-progression-0.0.2,1,0.000035,0,0.695216714,M,T,,,
2152,importlib-metadata-3.10.1,3,0.000069,0.00096,0.738331031,M,T,,,
2153,hm-python-0.1.0,5,0.000035,0,0.831847307,H,T,,,
2154,desert-2020.11.18,15,0.000116,0.00549,0.798674038,H,T,,,
2155,types-click-7.1.8,1,0.000041,0.00046,0.548942808,M,T,,,
2156,haul-1.3.2,5,0.000035,0,0.821252763,H,T,,,
2157,hdc-bin-collection-0.1.1,4,0.000035,0,0.831803388,H,T,,,
2158,gredis-0.0.9,2,0.000035,0,0.831715632,H,T,,,
2159,gymnast-0.1a5,2,0.000035,0,0.671641247,M,T,,,
2160,hydrotools-metrics-1.3.3,3,0.000042,0.00046,0.798753781,H,T,,,
2161,hooksff-0.1.0,1,0.000035,0,0.675619287,M,T,,,
2162,gtranslate-speech-0.1,1,0.000035,0,0.695296242,M,T,,,
2163,httpx-html-0.11.0.dev0,7,0.000035,0,0.671641247,M,T,,,
2164,grey-harvest-0.1.5,5,0.000035,0,0.683937795,M,T,,,
2165,hat-asn1-0.6.5,4,0.000039,0.00046,0.694789317,M,T,,,
2166,hat-peg-0.5.6,3,0.000054,0.00103,0.694660165,M,T,,,
2167,growhat-0.0.2,5,0.000035,0,0.790128503,H,T,,,
2168,font-roboto-0.0.1,1,0.000041,0.00046,0.831911866,H,T,,,
2169,fonts-0.0.3,1,0.000041,0.00046,0.831675728,H,T,,,
2170,ltr559-0.1.1,2,0.000041,0.00046,0.671641247,M,T,,,
